valuation_id,company_id,mkt_cap_per_reserve_oz_precious,mkt_cap_per_mi_oz_precious,mkt_cap_per_resource_oz_precious,mkt_cap_per_mineable_oz_precious,mkt_cap_per_reserve_oz_all,mkt_cap_per_mi_oz_all,mkt_cap_per_resource_oz_all,mkt_cap_per_mineable_oz_all,ev_per_reserve_oz_precious,ev_per_mi_oz_precious,ev_per_resource_oz_precious,ev_per_mineable_oz_precious,ev_per_reserve_oz_all,ev_per_mi_oz_all,ev_per_resource_oz_all,ev_per_mineable_oz_all,mkt_cap_per_production_oz,ev_per_production_oz,last_updated
1154,162,20560.442181818184,237.3188499475341,329.8466660184735,16962.3648,20560.442181818184,237.3188499475341,329.8466660184735,16962.3648,18271.83709090909,210.9026316894019,293.13107632474475,15074.2656,18271.83709090909,210.9026316894019,293.13107632474475,15074.2656,,,2025-03-27 02:49:28
1156,164,15.0669226,5.549511086556169,6.608299385964912,15.0669226,15.0669226,5.549511086556169,6.608299385964912,15.0669226,19.38803715,7.141081823204419,8.503525065789473,19.38803715,19.38803715,7.141081823204419,8.503525065789473,19.38803715,,,2025-03-27 02:49:28
1160,172,1980.5161300492614,495.12903251231535,1601.772009561753,1980.5161300492614,1980.5161300492614,495.12903251231535,1601.772009561753,1980.5161300492614,1985.1144197044337,496.2786049261084,1605.4909450199202,1985.1144197044337,1985.1144197044337,496.2786049261084,1605.4909450199202,1985.1144197044337,22973.98710857143,23027.32726857143,2025-03-27 02:49:28
1172,181,,16.896358208955228,117.9225,,,16.896358208955228,117.9225,,,16.891460696517417,117.88831944444445,,,16.891460696517417,117.88831944444445,,,,2025-03-27 02:49:28
1176,189,,14.797041599999998,5.548890599999999,,,14.797041599999998,5.548890599999999,,,,,,,,,,,,2025-03-27 02:49:28
1181,201,,,2.0298055555555554,,,,2.0298055555555554,,,,2.4509438034188036,,,,2.4509438034188036,,,,2025-03-27 02:49:28
1184,194,,252.08757946902656,569.7179296,,,252.08757946902656,569.7179296,,,249.38750973451326,563.615772,,,249.38750973451326,563.615772,,,,2025-03-27 02:49:28
1189,204,427.8196524137931,205.92149244813277,424.1630741880342,427.8196524137931,427.8196524137931,205.92149244813277,424.1630741880342,427.8196524137931,502.69894620689655,241.9629782572614,498.402374017094,502.69894620689655,502.69894620689655,241.9629782572614,498.402374017094,502.69894620689655,7352.159952592592,8638.974482962964,2025-03-27 02:49:28
1192,203,475.8485787234043,133.12430476190477,137.20787239263802,475.8485787234043,475.8485787234043,133.12430476190477,137.20787239263802,475.8485787234043,404.2995744680851,113.10761904761905,116.57717791411044,404.2995744680851,404.2995744680851,113.10761904761905,116.57717791411044,404.2995744680851,,,2025-03-27 02:49:28
1193,207,,,101.78171730000001,,,,101.78171730000001,,,,102.86614689999999,,,,102.86614689999999,,,,2025-03-27 02:49:28
1194,206,,73.355072,24.451690666666668,,,73.355072,24.451690666666668,,,,,,,,,,,,2025-03-27 02:49:28
1196,208,722.7453019178082,606.441460229885,1648.76272,722.7453019178082,722.7453019178082,606.441460229885,1648.76272,722.7453019178082,755.7173304109589,634.1076450574712,1723.98016,755.7173304109589,755.7173304109589,634.1076450574712,1723.98016,755.7173304109589,10049.60134095238,10508.069546666668,2025-03-27 02:49:28
1201,221,,,,,,,,,,,,,,,,,,,2025-03-27 02:49:28
1205,217,2036.0276087591242,1186.9607761702127,737.9253502645503,2036.0276087591242,1650.5075881656805,961.8475255172414,597.2928959314775,1650.5075881656805,1845.7033810218977,1076.005800851064,668.9454052910053,1845.7033810218977,1496.2210840236687,871.9357351724138,541.4590218415418,1496.2210840236687,,,2025-03-27 02:49:28
1207,219,,3.4251551655629138,8.209498888888888,,,3.4251551655629138,8.209498888888888,,,3.6346670993377486,8.711662412698413,,,3.6346670993377486,8.711662412698413,,,,2025-03-27 02:49:28
1209,225,,,9.81419154,,,,9.81419154,,,,,,,,,,,,2025-03-27 02:49:28
1212,224,,33.05654,16.52827,,,33.05654,16.52827,,,31.08592,15.54296,,,31.08592,15.54296,,,,2025-03-27 02:49:28
1213,236,,,,,,,,,,,,,,,,,,,2025-03-27 02:49:28
1214,226,,,20.113300666666667,,,,15.0849755,,,,,,,,,,,,2025-03-27 02:49:28
1217,229,,7.369892787524367,27.596751824817517,,,7.369892787524367,27.596751824817517,,,6.9427920727745285,25.99746228710462,,,6.9427920727745285,25.99746228710462,,,,2025-03-27 02:49:28
1219,238,88.938496,53.3630976,190.58249142857142,,88.938496,53.3630976,190.58249142857142,,84.51125333333333,50.706752,181.09554285714285,,84.51125333333333,50.706752,181.09554285714285,,,,2025-03-27 02:49:28
1223,235,,57.98025,61.8456,,,57.98025,61.8456,,,57.376565,61.201669333333335,,,57.376565,61.201669333333335,,,,2025-03-27 02:49:28
1226,241,,,1.6080294,,,,1.6080294,,,,1.60119806,,,,1.60119806,,,,2025-03-27 02:49:28
1229,245,1864.927364391477,1463.299482006234,4372.551966130398,1864.927364391477,1864.927364391477,1463.299482006234,4372.551966130398,1864.927364391477,1800.390217407006,1412.6609555114762,4221.23667400508,1800.390217407006,1800.390217407006,1412.6609555114762,4221.23667400508,1800.390217407006,21516.599466666667,20772.00213333333,2025-03-27 02:49:28
1232,249,954.000443076923,729.5297505882353,1181.1434057142858,,620.100288,477.0002215384615,670.3786897297298,,910.3649476923077,696.1614305882352,1127.1185066666667,,591.737216,455.18247384615387,639.7159091891892,,,,2025-03-27 02:49:28
1233,253,165.02811227930175,165.02811227930175,2545.241270153846,,165.02811227930175,165.02811227930175,2545.241270153846,,127.05140492768079,127.05140492768079,1959.5235913846154,,127.05140492768079,127.05140492768079,1959.5235913846154,,,,2025-03-27 02:49:28
1234,248,,,7.3022995,,,,6.405525877192982,,,,6.325178439999999,,,,5.548402140350877,,,,2025-03-27 02:49:28
1241,255,,,,,,,,,,,,,,,,,,,2025-03-27 02:49:28
