financial_id,company_id,cash_value,cash_currency,cash_date,investments_json,hedgebook,liabilities,liabilities_currency,other_financial_assets,other_financial_assets_currency,market_cap_value,market_cap_currency,enterprise_value_value,enterprise_value_currency,net_financial_assets,net_financial_assets_currency,trailing_pe,forward_pe,peg_ratio,price_to_sales,price_to_book,enterprise_to_revenue,enterprise_to_ebitda,revenue_value,revenue_currency,cost_of_revenue,gross_profit,operating_expense,operating_income,net_income_value,net_income_currency,ebitda,debt_value,debt_currency,last_updated,data_source,shares_outstanding,free_cash_flow
415,227,175867.0,CAD,,,,,CAD,,CAD,25187400.0,CAD,17535835.90163,USD,,CAD,-20.0,,,,1.3245034,,,,CAD,,,631148.0,,-745258.0,CAD,,,CAD,2025-03-27 05:34:41+0000,Yahoo Finance,125937000,-2558371.0
416,224,1970724.0,USD,,,,,USD,,USD,33056540.0,USD,31085920.0,USD,,USD,-4.428571428571428,,,,1.4418604,,-5.382,,USD,,,4915538.0,,-5542787.0,USD,-5775892.0,,USD,2025-03-18 06:04:40+0000,Yahoo Finance,106634000,-2621677.0
417,236,19454824.0,CAD,,,,,CAD,,CAD,16150950.0,CAD,-3303875.0,CAD,,CAD,-0.7307692307692307,,,,0.60897434,,4.519,0.0,CAD,0.0,0.0,0.0,,-796850.0,CAD,-731108.0,,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,170010000,-2007353.0
418,226,6866741.0,CAD,,,,,CAD,,,8265740.0,CAD,,CAD,,,,,,,0.7446809,,,,CAD,,,,,,CAD,-425649.0,,CAD,2025-03-12 05:46:53+0000,Yahoo Finance,117832000,
419,233,245075.0,CAD,,,,,CAD,,CAD,11610045.0,CAD,7968094.1167,USD,,CAD,-1.265625,,,,5.0625,,,,CAD,,-172452.0,296356.0,-468808.0,-376660.0,CAD,,,CAD,2025-03-27 05:34:41+0000,Yahoo Finance,25800100,-127281.0
420,228,3731178.0,CAD,,,,807771.0,CAD,,CAD,11022018.0,CAD,5678017.15821,USD,2923407.0,CAD,-1.0416666666666667,,,,2.5773196,,,,CAD,,,2627353.0,,-6152289.0,CAD,,807771.0,CAD,2025-03-27 05:34:41+0000,Yahoo Finance,52485800,-454406.0
421,229,657303.0,USD,,,,,USD,,USD,11342265.0,USD,10684957.0,USD,,USD,-5.5,-1.8333334,,,0.625,,-7.678,,USD,0.0,0.0,0.0,,-2225250.0,USD,-1391680.0,,USD,2025-03-18 06:04:40+0000,Yahoo Finance,206223008,-2446084.0
422,230,1649592.0,CAD,,,,163080.0,CAD,,CAD,120440464.0,CAD,83399805.28672001,USD,1486512.0,CAD,-28.714285714285708,,,,4.1875,,-25.599,,CAD,,,2143528.0,,-3668107.0,CAD,-3974967.0,163080.0,CAD,2025-03-27 05:34:41+0000,Yahoo Finance,58183800,-7719754.0
423,238,9280887.0,USD,,,,10966.0,USD,,USD,133407744.0,USD,126766880.0,USD,9269921.0,USD,-5.833333333333333,-8.75,0.17500000000000002,,5.1470585,,-8.25,0.0,USD,0.0,0.0,0.0,,-27324840.0,USD,-15366140.0,10966.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,381164992,-16007299.0
424,232,9107418.0,CAD,,,,44868468.0,CAD,,CAD,92303736.0,CAD,89787502.11246,USD,-35761050.0,CAD,-3.1999999999999997,3.5555553,0.016842105263157894,2.2718623,0.4754829,3.125,-58.277,41939724.0,CAD,0.0,0.0,0.0,,-21067120.0,CAD,-2248614.0,44868468.0,CAD,2025-03-27 05:34:41+0000,Yahoo Finance,297753984,-33877276.0
425,237,6236621.0,CAD,,,,,CAD,,CAD,98458208.0,CAD,64657476.86156999,USD,,CAD,-36.0,,,,11.612904,,,,CAD,,,3865462.0,,-3579309.0,CAD,,,CAD,2025-03-27 05:34:41+0000,Yahoo Finance,273495008,-3786638.0
426,234,286664.0,CAD,,,,1275108.0,CAD,,CAD,3580166.0,CAD,3203098.1571000004,USD,-988444.0,CAD,4.875,,,,,,-3.983,,CAD,,,898280.0,,-1371241.0,CAD,-1132420.0,1275108.0,CAD,2025-03-27 05:34:41+0000,Yahoo Finance,21059800,-447321.0
427,235,1088241.0,USD,,,,122244.0,USD,,USD,92768400.0,USD,91802504.0,USD,965997.0,USD,-2.9999999999999996,,,,4.615385,,-33.575,,USD,,,2511993.0,,-21571972.0,USD,-2734253.0,122244.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,154614000,-1493201.0
428,239,293657.0,CAD,,,,3546353.0,CAD,,CAD,9594576.0,CAD,9007350.871919999,USD,-3252696.0,CAD,-2.555555555555556,,,,0.39451116,,-4.824,,CAD,,,1472201.0,,-2986625.0,CAD,-2487755.0,3546353.0,CAD,2025-03-27 05:34:41+0000,Yahoo Finance,39977400,-1704908.0
429,240,25010.0,CAD,,,,240192.0,CAD,,CAD,4795040.0,CAD,3512716.74642,USD,-215182.0,CAD,-6.431003751275797,,,,,,-6.716,,CAD,,,184361.0,,-745613.0,CAD,-746058.0,240192.0,CAD,2025-03-27 05:34:41+0000,Yahoo Finance,239752000,158307.0
430,241,4678.0,CAD,,,,,CAD,,CAD,1101390.0,CAD,1096711.0,CAD,,CAD,-5.0,,,,,,,,CAD,,,74427.0,,-78459.0,CAD,,,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,22027800,-56973.0
431,247,976407.0,CAD,,,,,CAD,,CAD,665047.0,CAD,-218297.60960000003,USD,,CAD,-0.16666666666666666,,,,0.30612245,,-0.056,,CAD,,,556029.0,,-4099182.0,CAD,5600471.0,,CAD,2025-03-27 05:34:42+0000,Yahoo Finance,44336500,533788.0
432,244,9456000.0,CAD,,,,37528000.0,CAD,,CAD,234091936.0,CAD,183805757.16896,USD,-28072000.0,CAD,30.500002,2.904762,0.03210526526315789,2.8917425,3.78882,3.227,248.711,83696000.0,CAD,0.0,0.0,0.0,,-14996000.0,CAD,1086000.0,37528000.0,CAD,2025-03-27 05:34:42+0000,Yahoo Finance,198383008,-7971750.0
433,245,349200000.0,USD,2024-12-31 00:00:00+0000,,,150000000.0,USD,,USD,10327967744.0,USD,9970561024.0,USD,199200000.0,USD,16.964426,15.0596485,1.3412499306249988,8.656777,8.4755125,8.357,13.006,1193049984.0,USD,0.0,0.0,0.0,,604965440.0,USD,766603008.0,300000000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,240632992,495033984.0
434,243,81636.0,CAD,,,,973396.0,CAD,,CAD,17084320.0,CAD,12603209.448800001,USD,-891760.0,CAD,-5.833333333333333,,,,3.5714285,,-5.386,,CAD,0.0,0.0,0.0,,-2940090.0,CAD,-3635126.0,973396.0,CAD,2025-03-27 05:34:41+0000,Yahoo Finance,106777000,-882346.0
435,264,7486641.0,CAD,,,,6238905.0,CAD,,CAD,66480796.0,CAD,45735550.696600005,USD,1247736.0,CAD,-4.25,-17.0,,,1.574074,,-21.273,,CAD,0.0,0.0,0.0,,-2543760.0,CAD,-3261733.0,6238905.0,CAD,2025-03-27 05:34:42+0000,Yahoo Finance,831009984,-5061236.0
436,249,113491000.0,USD,,,,40000.0,USD,,USD,2480401152.0,USD,2366948864.0,USD,113451000.0,USD,23.08654,20.698277,2.000833466666669,,4.340987,,-166.476,0.0,USD,0.0,0.0,0.0,,48659000.0,USD,-14218000.0,40000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,103307000,-34855500.0
437,253,192892992.0,CAD,,,,707000.0,CAD,,CAD,906524288.0,CAD,697912512.0,CAD,192185992.0,CAD,-13.578947368421053,-64.5,0.17200000000000001,,3.8053098,,-19.458,,CAD,0.0,0.0,0.0,,-24419710.0,CAD,-35867832.0,707000.0,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,351366016,-14839850.0
438,248,21857.0,CAD,,,,,CAD,,CAD,5001575.0,CAD,4332314.0,CAD,,CAD,-16.103879812738665,,,,0.5,,-9.719,,CAD,,,409116.0,,-310582.0,CAD,-445749.0,,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,200063008,-727709.0
439,265,36874.0,CAD,,,,,CAD,,CAD,1514058.0,CAD,1035668.47424,USD,,CAD,-3.5000000000000004,,,109.37467492260062,70.0,107.09133126934985,,16150.0,CAD,0.0,0.0,0.0,,-356652.0,CAD,,,CAD,2025-03-27 05:34:42+0000,Yahoo Finance,25234300,-183453.0
440,250,5400350.0,CAD,,,,,CAD,,CAD,196642256.0,CAD,134081612.71566,USD,,CAD,-11.966666666666667,,,,9.547873,,-13.006,,CAD,0.0,0.0,0.0,,-18228000.0,CAD,-14662374.0,,CAD,2025-03-27 05:34:42+0000,Yahoo Finance,109246000,-7632232.0
441,251,3271379.0,CAD,,,,504523.0,CAD,,CAD,44005960.0,CAD,28913148.205440003,USD,2766856.0,CAD,-13.912997813520837,,,,2.6415093,,-12.884,,CAD,,,2904806.0,,-2875399.0,CAD,-2890293.0,504523.0,CAD,2025-03-27 05:34:42+0000,Yahoo Finance,19050200,
442,252,2547110.0,CAD,,,,,CAD,,CAD,81326112.0,CAD,55232746.09222,USD,,CAD,-11.5,,,,9.2,,,,CAD,,,3399301.0,,-4894123.0,CAD,,,CAD,2025-03-27 05:34:42+0000,Yahoo Finance,396712992,-2202498.0
443,263,4279352.0,CAD,,,,311175.0,CAD,,CAD,27277950.0,CAD,16342714.94803,USD,3968177.0,CAD,-1.8333333333333335,-2.75,0.055000000000000014,,9.166667,,-3.656,0.0,CAD,0.0,0.0,0.0,,-7032140.0,CAD,-5606367.0,311175.0,CAD,2025-03-27 05:34:42+0000,Yahoo Finance,454632992,-1417396.0
444,254,,CAD,,,,,CAD,,,6238120.0,CAD,4373608.3132,USD,,,,,,,1.5789474,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 05:34:42+0000,Yahoo Finance,,
445,255,102365104.0,USD,,,,35912.0,USD,,USD,109479296.0,USD,57228140.0,USD,102329192.0,USD,10.5,,,1.6538947,0.95454544,0.865,1.739,66194840.0,USD,21458644.0,44736196.0,23357952.0,21378244.0,9406905.0,USD,32908456.0,35912.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,1042659968,14488705.0
446,256,5028000.0,USD,,,,7382000.0,USD,,USD,314936192.0,USD,317290272.0,USD,-2354000.0,USD,7.96,,,3.5111508,4.4519014,3.537,7.648,89696000.0,USD,0.0,0.0,0.0,,24009000.0,USD,41484000.0,7382000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,79129696,26993550.0
447,258,,CAD,,,,,CAD,,CAD,66710512.0,CAD,46771407.06832,USD,,CAD,-54.5,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 05:34:42+0000,Yahoo Finance,53798800,
448,259,320301.0,CAD,,,,,CAD,,CAD,40574700.0,CAD,28222761.682889998,USD,,CAD,-6.500000000000001,,,,5.131579,,,,CAD,,,4657231.0,,-4541725.0,CAD,,,CAD,2025-03-27 05:34:42+0000,Yahoo Finance,176412000,-2772426.0
449,260,2271.0,CAD,,,,1413044.0,CAD,,CAD,632775.0,CAD,2043546.0,CAD,-1410773.0,CAD,-0.5,,,,,,-4.007,,CAD,,36519.0,111363.0,-74844.0,-1104371.0,CAD,-510019.0,1413044.0,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,126555000,440307.0
450,261,23082000.0,USD,,,,130000.0,USD,,USD,123158256.0,USD,100206088.0,USD,22952000.0,USD,5.357143,9.375,-0.1250000033333333,1.6945275,0.9259259,1.379,2.628,72680000.0,USD,0.0,0.0,0.0,,18959000.0,USD,38136000.0,130000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,328422016,15825375.0
451,262,76371000.0,USD,,,,6393000.0,USD,,USD,510865536.0,USD,440887456.0,USD,69978000.0,USD,7.5555553,5.6082473,0.21759999264000002,2.1228127,2.2285948,1.832,3.68,240655008.0,USD,0.0,0.0,0.0,,47761000.0,USD,119796000.0,6393000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,93909104,69174128.0
452,266,11164934.0,USD,,,,,USD,,USD,185912752.0,USD,174747552.0,USD,,USD,-10.166666666666666,-61.000004,0.122,,10.0,,-12.652,,USD,0.0,0.0,0.0,,-16230290.0,USD,-13812042.0,,USD,2025-03-18 06:04:40+0000,Yahoo Finance,304775008,-9270089.0
453,267,3124574.0,CAD,,,,29600.0,CAD,,CAD,31824586.0,CAD,20142618.26932,USD,3094974.0,CAD,-3.5384615384615383,,,,8.679246,,-3.792,,CAD,,,8116212.0,,-8855557.0,CAD,-9023019.0,29600.0,CAD,2025-03-27 05:34:42+0000,Yahoo Finance,81101504,-4723677.0
454,272,99361000.0,USD,,,,25927000.0,USD,,USD,653426688.0,USD,579995520.0,USD,73434000.0,USD,5.1904764,6.0555553,,1.2132713,1.599413,1.077,3.23,538566016.0,USD,0.0,0.0,0.0,,86552000.0,USD,179558000.0,25927000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,299736992,85047128.0
455,273,16757242.0,AUD,,,,3468.0,AUD,,AUD,56847956.0,CAD,28799179.591160007,USD,16753774.0,AUD,-9.0,,,27488.145,1.0404625,18068.402,-25.941,1975.0,AUD,0.0,1975.0,2410201.0,-2408226.0,-2086948.0,AUD,-1375648.0,3468.0,AUD,2025-03-27 05:34:42+0000,Yahoo Finance,145664000,-5806103.0
456,304,928543.0,CAD,,,,,CAD,,CAD,125361232.0,CAD,87241002.58479,USD,,CAD,23.333334,,,,8.045977,,,,CAD,,,694233.0,,4875121.0,CAD,,,CAD,2025-03-27 05:34:43+0000,Yahoo Finance,164948992,-33609696.0
457,268,31150142.0,CAD,,,,580172.0,CAD,,CAD,13120397.0,CAD,-12234070.12603,USD,30569970.0,CAD,-22.0,5.5,0.044,,0.32400587,,7.982,,CAD,0.0,0.0,0.0,,-2987030.0,CAD,-2321461.0,580172.0,CAD,2025-03-27 05:34:42+0000,Yahoo Finance,61025100,-2902022.0
458,270,47877.0,CAD,,,,137869.0,CAD,,CAD,12801850.0,CAD,11727343.0,CAD,-89992.0,CAD,-17.0,,,,,,-11.638,,CAD,,,709012.0,,-1058199.0,CAD,-1007674.0,137869.0,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,75305000,-242874.0
459,271,653541.0,CAD,,,,16683.0,CAD,,CAD,6860400.0,CAD,4363387.5316200005,USD,636858.0,CAD,7.5000005,,,,,,,,CAD,,,32687.0,,446761.0,CAD,,16683.0,CAD,2025-03-27 05:34:42+0000,Yahoo Finance,91472000,-445823.0
460,301,4233609.0,CAD,,,,,CAD,,CAD,22081080.0,CAD,12513040.39281,USD,,CAD,-20.5,-5.125,-0.06833333333333333,,5.6944447,,-63.252,,CAD,0.0,0.0,0.0,,-2384270.0,CAD,-273853.0,,CAD,2025-03-27 05:34:43+0000,Yahoo Finance,105148000,-1190098.0
461,277,15309000.0,USD,,,,42111000.0,USD,,USD,572706240.0,USD,606597952.0,USD,-26802000.0,USD,-8.669354838709678,76.78571,0.0778985507246377,3.282417,1.1521972,3.477,28.88,174476992.0,USD,0.0,0.0,0.0,,-43691000.0,USD,21004000.0,42111000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,52924800,2907125.0
462,274,2048796.0,CAD,,,,3178495.0,CAD,,CAD,25446962.0,CAD,27410694.0,CAD,-1129699.0,CAD,-9.000000000000002,,,,1.1250001,,,,CAD,,,767919.0,,1905587.0,CAD,,3178495.0,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,94248000,
463,275,,CAD,,,,,CAD,,CAD,4307145.0,CAD,3019782.43095,USD,,CAD,-7.000000000000001,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 05:34:42+0000,Yahoo Finance,57428600,
464,276,8231079.0,CAD,,,,,CAD,,CAD,140164080.0,CAD,92499546.33111,USD,,CAD,-26.0,-37.142853,,,2.007722,,-40.562,,CAD,0.0,0.0,0.0,,-2423770.0,CAD,-2471029.0,,CAD,2025-03-27 05:34:42+0000,Yahoo Finance,250292992,-3547486.0
465,303,3374670.0,CAD,,,,181462.0,CAD,,CAD,208206176.0,CAD,143736641.99447998,USD,3193208.0,CAD,-17.75,,,,13.921569,,-16.357,,CAD,0.0,0.0,0.0,,-6663370.0,CAD,-10158757.0,181462.0,CAD,2025-03-27 05:34:43+0000,Yahoo Finance,257044000,-4414453.0
466,278,21835000.0,CAD,,,,3147000.0,CAD,,CAD,548478528.0,CAD,529821376.0,CAD,18688000.0,CAD,-25.5,-34.0,1.0199999999999998,,4.8803825,,-35.981,,CAD,0.0,0.0,0.0,,-4881000.0,CAD,-14725000.0,3147000.0,CAD,2025-03-18 05:40:30+0000,Yahoo Finance,537724032,5923125.0
467,279,,CAD,,,,,CAD,,,2265140.0,CAD,1588112.3054,USD,,,,,,,0.8823529,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 05:34:42+0000,Yahoo Finance,,
468,280,10795988.0,CAD,,,,16656808.0,CAD,,CAD,93883032.0,CAD,69931412.07572001,USD,-5860820.0,CAD,-3.166666666666667,,,,0.4973822,,-6.006,,CAD,0.0,0.0,0.0,,-12324773.0,CAD,-11905365.0,16656808.0,CAD,2025-03-27 05:34:42+0000,Yahoo Finance,142247008,-4970362.0
469,281,40682504.0,CAD,,,,127289.0,CAD,,CAD,513182624.0,CAD,472627392.0,CAD,40555215.0,CAD,-8.600000000000001,-15.17647,0.19846153846153852,,6.49874,,-7.306,0.0,CAD,0.0,0.0,0.0,,-79890760.0,CAD,-64691968.0,127289.0,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,198908000,-42228336.0
470,282,101224000.0,USD,,,,152452000.0,USD,,USD,1609652096.0,USD,1660877952.0,USD,-51228000.0,USD,-24.049999999999997,-40.083332,0.6012499999999998,,,,-66.664,0.0,USD,0.0,0.0,0.0,,-65600260.0,USD,-24914000.0,152452000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,334647008,-17016750.0
471,283,110300000.0,USD,2024-12-31 00:00:00+0000,,,399700000.0,USD,,USD,3798240000.0,USD,4087640064.0,USD,-289400000.0,USD,24.0,10.212767,0.1777777777777778,4.108426,3.6090226,4.421,9.539,924499968.0,USD,0.0,0.0,0.0,,102600000.0,USD,428500000.0,399700000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,791299968,76962496.0
472,284,44079760.0,CAD,,,,,CAD,,CAD,2846483712.0,CAD,1964793434.78672,USD,,CAD,-56.583333333333336,-67.9,3.3950000000000014,,53.88889,,-47.607,0.0,CAD,0.0,0.0,0.0,,-27727850.0,CAD,-58096984.0,,CAD,2025-03-27 05:34:42+0000,Yahoo Finance,206914000,-30237074.0
473,285,3063019.0,CAD,,,,,CAD,,CAD,59408540.0,CAD,39504408.228310004,USD,,CAD,-5.75,-8.625,0.17250000000000001,,3.8333333,,,,CAD,0.0,0.0,0.0,,-8607340.0,CAD,,,CAD,2025-03-27 05:34:43+0000,Yahoo Finance,165024000,-3678682.0
474,286,2376339.0,CAD,,,,4646950.0,CAD,,CAD,66937640.0,CAD,48522596.858610004,USD,-2270611.0,CAD,-8.75,,,,19.444445,,-9.361,,CAD,,-2899292.0,2067436.0,-4966728.0,-5905133.0,CAD,-6474477.0,4646950.0,CAD,2025-03-27 05:34:43+0000,Yahoo Finance,171635008,-3313586.0
475,287,6144380.0,CAD,,,,,CAD,,CAD,105866600.0,CAD,69916245.6642,USD,,CAD,-5.4,-5.4,,,5.0,,-6.091,0.0,CAD,0.0,0.0,0.0,,-27013840.0,CAD,-15751809.0,,CAD,2025-03-27 05:34:43+0000,Yahoo Finance,378095008,-10317849.0
476,288,5567925.0,CAD,,,,,CAD,,CAD,6200880.0,CAD,443771.08005000046,USD,,CAD,-0.5,,,,0.26845637,,-0.207,,CAD,,,8327634.0,,-9529346.0,CAD,-7328374.0,,CAD,2025-03-27 05:34:43+0000,Yahoo Finance,177168000,
477,289,665540.0,CAD,,,,,CAD,,CAD,2450268.0,CAD,1251290.64808,USD,,CAD,-6.0,,,,,,-18.777,,CAD,,,34129.0,,-435804.0,CAD,-95047.0,,CAD,2025-03-27 05:34:43+0000,Yahoo Finance,13612600,103528.0
478,290,20367.0,CAD,,,,1401232.0,CAD,,CAD,16416254.0,CAD,12477738.10209,USD,-1380865.0,CAD,-7.333333333333334,,,,0.59782606,,,,CAD,,,157233.0,,-1866155.0,CAD,,1401232.0,CAD,2025-03-27 05:34:43+0000,Yahoo Finance,69856400,541917.0
479,291,1276068.0,CAD,,,,42879.0,CAD,,CAD,18745598.0,CAD,12278125.07399,USD,1233189.0,CAD,-2.75,,,,1.5988371,,,,CAD,,,5065186.0,,-5844544.0,CAD,,42879.0,CAD,2025-03-27 05:34:43+0000,Yahoo Finance,31772200,-3855776.0
480,292,5695198.0,CAD,,,,,CAD,,CAD,72365504.0,CAD,46743218.239659995,USD,,CAD,-49.0,,,,11.395349,,,,CAD,,,830706.0,,-1285275.0,CAD,,,CAD,2025-03-27 05:34:43+0000,Yahoo Finance,144731008,-344473.0
481,293,129862.0,CAD,,,,,CAD,,CAD,3887880.0,CAD,2634783.9999800003,USD,,CAD,-1.7500000000000002,,,,0.8536585,,-3.956,,CAD,,,1083422.0,,-1316477.0,CAD,-1113706.0,,CAD,2025-03-27 05:34:43+0000,Yahoo Finance,129596000,-400914.0
482,294,413112.0,CAD,,,,,CAD,,CAD,5376432.0,CAD,3479833.2852,USD,,CAD,-1.4166666666666667,,,,,,-2.422,,CAD,,,1679631.0,,-4348854.0,CAD,-3141831.0,,CAD,2025-03-27 05:34:43+0000,Yahoo Finance,30722400,-340661.0
483,295,18628000.0,USD,,,,,USD,,USD,327832384.0,USD,309416032.0,USD,,USD,-47.75,-38.199997,-1.9099999999999995,,2.4550128,,-55.507,0.0,USD,0.0,0.0,0.0,,-8172240.0,USD,-5574351.0,,USD,2025-03-18 06:04:40+0000,Yahoo Finance,171640000,-4398889.0
484,296,6292000.0,CAD,,,,478000.0,CAD,,CAD,37236152.0,CAD,22030384.988719996,USD,5814000.0,CAD,-0.6923076923076923,,,0.28435360779736824,0.42857146,0.20096061224307973,-0.941,112243000.0,CAD,0.0,0.0,0.0,,-44661000.0,CAD,-23965000.0,478000.0,CAD,2025-03-27 05:34:43+0000,Yahoo Finance,354630016,-4925125.0
485,297,,CAD,,,,,CAD,,CAD,8484786.0,CAD,5948768.31246,USD,,CAD,,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 05:34:43+0000,Yahoo Finance,,
486,298,7455909.0,CAD,,,,,CAD,,CAD,76005112.0,CAD,48060531.715330005,USD,,CAD,-6.5,,,,4.262295,,-8.201,,CAD,,,9001048.0,,-11419653.0,CAD,-9920639.0,,CAD,2025-03-27 05:34:43+0000,Yahoo Finance,341596000,-4828294.0
487,299,587852.0,CAD,,,,454875.0,CAD,,CAD,82056000.0,CAD,80203960.0,CAD,132977.0,CAD,-16.25,,,,0.93123204,,,,CAD,0.0,0.0,0.0,,-3953158.0,CAD,,454875.0,CAD,2025-03-18 06:04:40+0000,Yahoo Finance,252480000,-10223529.0
488,300,40813000.0,CAD,,,,79010000.0,CAD,,CAD,287433536.0,CAD,228302825.09496,USD,-38197000.0,CAD,-0.7729083665338646,-10.777778,0.00832618025751073,23.10336,0.31345937,26.44,-5.997,11466000.0,CAD,0.0,0.0,0.0,,-181873000.0,CAD,-50553000.0,79010000.0,CAD,2025-03-27 05:34:43+0000,Yahoo Finance,136548000,-8275875.0
489,305,193500000.0,USD,,,,71600000.0,USD,,USD,2964427264.0,USD,2949027840.0,USD,121900000.0,USD,11.405405,6.8064513,0.168799994,2.2909021,1.6287147,2.279,5.111,1294000000.0,USD,0.0,0.0,0.0,,187400000.0,USD,577000000.0,71600000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,702470976,133475000.0
490,302,,CAD,,,,,CAD,,,319610880.0,CAD,224082384.0768,USD,,,,,,,4.41358,,,,CAD,0.0,0.0,0.0,,,CAD,,,CAD,2025-03-27 05:34:43+0000,Yahoo Finance,,
491,307,47856000.0,CAD,,,,7954000.0,CAD,,CAD,200558640.0,CAD,112637976.87040001,USD,39902000.0,CAD,-3.2115384615384612,-33.399998,0.03553191489361702,,0.7502246,,-19.171,,CAD,0.0,0.0,0.0,,-34111000.0,CAD,-7394000.0,7954000.0,CAD,2025-03-27 05:34:43+0000,Yahoo Finance,120095000,-25584876.0
492,324,150000000.0,USD,,,,,CAD,,,3170000000.0,USD,3870000000.0,USD,-700000000.0,USD,,,,,7.53004,,,,CAD,0.0,0.0,0.0,,,CAD,,,CAD,2025-03-27 07:59:48,Yahoo Finance,,
493,321,8300655.0,USD,,,,,USD,,USD,209237184.0,USD,200936560.0,USD,,USD,-40.5,-13.5,-0.20250000000000007,,19.285715,,-54.293,,USD,0.0,0.0,0.0,,-3662655.0,USD,-3700938.0,,USD,2025-03-18 06:04:40+0000,Yahoo Finance,516635008,-1379756.0
494,306,,CAD,,,,,CAD,,CAD,4971008.0,CAD,3485223.4188800002,USD,,CAD,-1.1923076923076923,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 05:34:43+0000,Yahoo Finance,34282800,
495,356,945000.0,USD,,,,174000.0,USD,,USD,66021596.0,CAD,45517401.171560004,USD,771000.0,USD,-6.333333333333334,,,1.408816603773585,,1.3403262533692721,-21.397,37100000.0,USD,0.0,0.0,0.0,,-36845000.0,USD,-2324000.0,174000.0,USD,2025-03-27 05:34:45+0000,Yahoo Finance,275089984,-4201000.0
496,308,155424.0,CAD,,,,10539217.0,CAD,,CAD,10908405.0,CAD,14928172.93978,USD,-10383793.0,CAD,-4.5,,,,1.6071429,,-27.665,,CAD,,,1025101.0,,-1894774.0,CAD,-730209.0,10539217.0,CAD,2025-03-27 05:34:43+0000,Yahoo Finance,218168000,-1076270.0
497,309,,CAD,,,,,CAD,,CAD,26111024.0,CAD,18306700.03664,USD,,CAD,,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 05:34:43+0000,Yahoo Finance,,
498,310,,CAD,,,,,CAD,,CAD,15322441.0,CAD,10742716.60951,USD,,CAD,-7.5,,,,,,,,CAD,,,,,,CAD,,,CAD,2025-03-27 05:34:43+0000,Yahoo Finance,49427300,
499,311,1120221.0,CAD,,,,,CAD,,CAD,7365890.0,CAD,4378900.992590001,USD,,CAD,-2.0,,,,1.3740458,,-5.26,,CAD,,,1178087.0,,-1585372.0,CAD,-1079672.0,,CAD,2025-03-27 05:34:43+0000,Yahoo Finance,37773800,-708159.0
500,312,59096000.0,USD,2024-12-31 00:00:00+0000,,,98683000.0,USD,,USD,5387737600.0,USD,5427327488.0,USD,-39587000.0,USD,221.92308,32.784092,0.384666672,28.184883,4.5297537,28.392,33.615,191156992.0,USD,0.0,0.0,0.0,,23139320.0,USD,161454000.0,98683000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,186750000,60466752.0
501,313,270188992.0,USD,,,,467352000.0,USD,,USD,1859669120.0,USD,2033214208.0,USD,-197163008.0,USD,-42.266666666666666,7.1235957,0.060961538461538456,3.129897,8.233767,3.422,8.06,594163008.0,USD,0.0,0.0,0.0,,-43431620.0,USD,252255008.0,467352000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,70289200,62016000.0
502,314,67231000.0,USD,,,,100295000.0,USD,,USD,463370208.0,USD,458501728.0,USD,-33064000.0,USD,9.1,3.7916667,0.06500000000000002,1.78728,1.8609408,1.769,4.584,259260000.0,USD,0.0,0.0,0.0,,58554730.0,USD,100016000.0,100295000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,509198016,33067124.0
503,315,33687000.0,USD,,,,40385000.0,USD,,USD,51916744.0,USD,58614804.0,USD,-6698000.0,USD,12.666667,,,0.56493264,0.9921671,0.638,2.301,91899000.0,USD,0.0,0.0,0.0,,-1592000.0,USD,25474000.0,40385000.0,USD,2025-03-18 06:04:40+0000,Yahoo Finance,136623008,4560250.0
